2020-08-02 13:17:21,b'RT @Vijaykarthikeyn: #Tiruppur #Corona #Update  \nToday\xe2\x80\x99s cases 40\nTotal cases  949\nActive cases 339\nDischarges 16\nTotal House quarantine- 2\xe2\x80\xa6'
2020-08-02 13:17:19,"b'RT @TeamWCL: CMD Rajiv R. Mishra this time in virtual series of ""Interactive Sessions"" with Team WCL amid #Corona, shared an elaborate pres\xe2\x80\xa6'"
2020-08-02 13:17:12,b'RT @Vijaykarthikeyn: #Tiruppur #Corona #Update  \nToday\xe2\x80\x99s cases 40\nTotal cases  949\nActive cases 339\nDischarges 16\nTotal House quarantine- 2\xe2\x80\xa6'
2020-08-02 13:17:12,b'RT @AquarianTruths: Can #Corona be our Last Hope ???'
2020-08-02 13:17:09,b'As i hear the Union Home Minister of India tested positive for #Corona get well soon Sir praying \xf0\x9f\x99\x8f for your speedy recovery'
2020-08-02 13:17:08,b'#Tiruppur #Corona #Update  \nToday\xe2\x80\x99s cases 40\nTotal cases  949\nActive cases 339\nDischarges 16\nTotal House quarantine\xe2\x80\xa6 https://t.co/d6ihl9J40b'
2020-08-02 13:16:53,"b'TN\n\nNew Cases - 5,875\n#coronavirus\n#TNCoronaUpdates #CoronavirusIndia #28YrsOfSELFMADETHALAAjith\n#Valimai #COVID19 #Corona'"
2020-08-02 13:16:48,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:16:34,b'RT @governorap: Andhra Pradesh Governor Shri Biswabhusan Harichandan pray Lord Jagannath &amp; Lord Balaji for their Blessings on Shri @AmitSha\xe2\x80\xa6'
2020-08-02 13:16:30,"b""RT @DostKhan_Jammu: HM @AmitShah tested #Corona positive, but very fine.\nOn Doctors' advice, he is hospitalised. \nWe wish him a speedy reco\xe2\x80\xa6"""
2020-08-02 13:16:28,b'#Tiruppur #Corona #Update  \nToday\xe2\x80\x99s cases 40\nTotal cases  949\nActive cases 339\nDischarges 16\nTotal House quarantine\xe2\x80\xa6 https://t.co/pw382rhSOl'
2020-08-02 13:16:28,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 13:16:20,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 13:16:11,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 13:16:01,b'RT @governorap: Andhra Pradesh Governor Shri Biswabhusan Harichandan pray Lord Jagannath &amp; Lord Balaji for their Blessings on Shri @AmitSha\xe2\x80\xa6'
2020-08-02 13:15:56,b'RT @governorap: Andhra Pradesh Governor Shri Biswabhusan Harichandan pray Lord Jagannath &amp; Lord Balaji for their Blessings on Shri @AmitSha\xe2\x80\xa6'
2020-08-02 13:15:53,b'RT @AquarianTruths: Can #Corona be our Last Hope ???'
2020-08-02 13:15:52,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 13:15:48,b'RT @EhsanKhanIYC: @AmitShah #Corona Positive. https://t.co/NpiOul7wSH'
2020-08-02 13:15:37,b'RT @UKCovid19Stats: Scotland Daily Coronavirus (COVID-19) Report. #coronavirus #Scotland #Corona #covid19 #Covid19UK https://t.co/7jLkVySNZa'
2020-08-02 13:15:32,b'Andhra Pradesh Governor Shri Biswabhusan Harichandan pray Lord Jagannath &amp; Lord Balaji for their Blessings on Shri\xe2\x80\xa6 https://t.co/z9wZhmKxoQ'
2020-08-02 13:15:19,b'#AmitShah #corona positive\nBjp up head swatantrata dev singh and tamilnadu rajyapal vinay purohit is now #Covid_19 \n#'
2020-08-02 13:15:11,"b'@AmitShah You have fought and won many bigger enemies, #corona is nothing for you. Our prayers and good wishes are\xe2\x80\xa6 https://t.co/0MYT1MzPXq'"
2020-08-02 13:14:36,b'RT @DarshanNPopat: No #Corona can keep you down with all the prayers We offer for your recovery @AmitShah \xe0\xaa\xae\xe0\xab\x8b\xe0\xaa\x9f\xe0\xaa\xbe \xe0\xaa\xad\xe0\xaa\xbe\xe0\xaa\x88\nRise up and be strong!'
2020-08-02 13:14:33,b'RT @A_M_Inspiration: DER PERFIDE PLAN DES WORLD ECONOMIC FORUM https://t.co/EDWArPysUG #Corona #Digitalisierung mit #5G #Radioaktivit\xc3\xa4t #De\xe2\x80\xa6'
2020-08-02 13:14:27,b'Wish u a Speedy recovery Mota bhai @AmitShah \n#Corona #AmitShah https://t.co/VD7JVxc2kP'
2020-08-02 13:14:25,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 13:14:20,"b'RT @Telugu360: ..2/2 \n\nJagan Administration in AP - 2 \n\n\xf0\x9f\x91\x89 Capital: \nSowed disputes between regions &amp; ruined 29,000 Amaravati farmer familie\xe2\x80\xa6'"
2020-08-02 13:14:18,"b""RT @DostKhan_Jammu: HM @AmitShah tested #Corona positive, but very fine.\nOn Doctors' advice, he is hospitalised. \nWe wish him a speedy reco\xe2\x80\xa6"""
